Customer_ID,Total_Orders,Total_Revenue,Average_Revenue
20309,9,3531562.6215,392395.846833333
20321,5,961631.1422,192326.22844
20323,7,1547106.4733,221015.210471429
20335,6,1560405.5285,260067.588083333
20355,8,518865.634,64858.20425
20364,7,1631779.0802,233111.297171429
20367,5,1515883.114,303176.6228
20371,3,715832.3502,238610.7834
20406,7,1570338.1982,224334.028314286
20407,9,1927321.8891,214146.876566667
20420,8,3120106.9018,390013.362725
20437,4,1077479.3975,269369.849375
20455,7,1869387.096,267055.299428571
20460,10,2616484.1721,261648.41721
20477,6,1257307.6399,209551.273316667
20484,10,3133081.3027,313308.13027
20492,4,851665.7242,212916.43105
20505,6,2207717.2247,367952.870783333
20506,6,1809349.3825,301558.230416667
20513,8,2194706.0919,274338.2614875
20544,4,619163.0772,154790.7693
20550,4,958355.3584,239588.8396
20575,7,3404353.4285,486336.204071429
20578,7,1360270.9314,194324.418771429
20597,9,2739781.4799,304420.164433333
20616,3,384828.5637,128276.1879
20629,5,916584.5945,183316.9189
20635,5,1792014.6146,358402.92292
20636,5,675239.5995,135047.9199
20639,5,1150271.1799,230054.23598
20693,6,2722079.2122,453679.8687
20694,10,1948513.1816,194851.31816
20699,7,1882483.7454,268926.249342857
20740,5,1958838.8426,391767.76852
20751,8,1486218.1797,185777.2724625
20761,5,1040230.1955,208046.0391
20795,6,1573985.4293,262330.904883333
20798,5,466101.3388,93220.26776
20799,10,2935360.4126,293536.04126
20800,7,1973454.4256,281922.0608
20810,9,3558960.4105,395440.045611111
20821,3,310225.9245,103408.6415
20837,7,622801.3248,88971.6178285715
20859,9,3463064.2884,384784.920933333
20860,6,1351049.0716,225174.845266667
20879,13,3600648.301,276972.946230769
20885,5,1853647.9746,370729.59492
20891,8,2117476.7164,264684.58955
20918,7,2122384.4478,303197.778257143
20934,4,899976.9187,224994.229675
20936,9,4939910.2484,548878.916488889
20940,2,322505.5092,161252.7546
20967,4,842991.8911,210747.972775
20992,11,2444293.3259,222208.484172727
21082,5,598058.1186,119611.62372
21118,6,1142954.6601,190492.44335
21137,9,3256111.6208,361790.180088889
21142,11,3726417.0642,338765.187654546
21154,5,1139675.2199,227935.04398
21161,11,2581282.7626,234662.069327273
21168,5,1135724.1456,227144.82912
21176,5,1205050.4468,241010.08936
21179,10,3133584.6468,313358.46468
21185,4,2571379.5383,642844.884575
21190,9,2622609.2926,291401.032511111
21195,7,2907641.4003,415377.3429
21196,6,1325249.7542,220874.959033333
21206,6,1078476.9298,179746.154966667
21227,8,1617006.778,202125.84725
21293,6,1034110.8521,172351.808683333
21319,14,3651382.4741,260813.033864286
21329,9,2982824.4385,331424.937611111
21333,3,828369.9485,276123.316166667
21359,7,1559445.1258,222777.875114286
21367,7,1328190.6755,189741.525071429
21387,6,1011542.7135,168590.45225
21407,10,2359063.6974,235906.36974
21423,5,1968376.7794,393675.35588
21432,8,1979335.502,247416.93775
21460,5,1187409.9811,237481.99622
21470,3,1280908.1465,426969.382166667
21497,9,1887914.0848,209768.231644444
21514,7,1211910.6806,173130.097228571
21556,5,1822267.5811,364453.51622
21573,7,1881249.1836,268749.883371429
21586,6,1028332.0614,171388.6769
21672,8,1909760.6578,238720.082225
21709,3,1032330.556,344110.185333333
21717,5,1187221.4804,237444.29608
21728,9,4213847.1265,468205.236277778
21737,8,1765040.1368,220630.0171
21750,10,1971244.5043,197124.45043
21757,4,2267525.4905,566881.372625
21769,4,598761.3038,149690.32595
21820,8,2066489.7272,258311.2159
21840,3,764059.3056,254686.4352
21888,7,2728231.2677,389747.323957143
21957,6,1868443.8992,311407.316533333
21999,6,742995.1342,123832.522366667
22007,9,2542467.9956,282496.443955556
22027,5,1906612.7235,381322.5447
22058,5,1007738.7042,201547.74084
22064,5,1586641.6779,317328.33558
22065,12,2778825.4307,231568.785891667
22094,4,1289092.601,322273.15025
22098,7,3494665.389,499237.912714286
22120,5,1599297.2991,319859.45982
22125,9,2768677.2064,307630.800711111
22126,5,945373.9404,189074.78808
22134,5,1777644.355,355528.871
22167,7,1030306.3434,147186.620485714
22174,3,365096.4385,121698.812833333
22182,7,1708915.2584,244130.7512
22192,4,190192.9759,47548.243975
22196,6,1216852.1778,202808.6963
22221,7,1761122.9385,251588.991214286
22234,7,971832.3775,138833.196785714
22268,7,1333060.19,190437.17
22270,8,2340604.1973,292575.5246625
22272,6,1302638.904,217106.484
22294,5,1776175.091,355235.0182
22337,7,1640554.5947,234364.9421
22376,8,3965960.8942,495745.111775
22387,8,3170872.402,396359.05025
22403,2,738805.3808,369402.6904
22407,5,1703871.6539,340774.33078
22414,8,2708278.4329,338534.8041125
22426,6,1201720.012,200286.668666667
22474,5,1617335.2822,323467.05644
22476,6,2024284.1169,337380.68615
22484,3,1054680.2226,351560.0742
22487,8,2546639.3145,318329.9143125
22497,7,2984135.4992,426305.071314286
22538,7,2444381.5897,349197.369957143
22543,7,2450503.5336,350071.933371429
22544,8,2011311.5098,251413.938725
22566,4,1145278.3243,286319.581075
22589,4,964645.9827,241161.495675
22598,5,2201951.361,440390.2722
22702,8,2685073.6022,335634.200275
22704,5,1284688.6226,256937.72452
22708,8,2812183.2579,351522.9072375
22717,5,1012818.8831,202563.77662
22743,8,1993574.4996,249196.81245
22786,6,1475931.2837,245988.547283333
22851,6,1581441.4889,263573.581483333
22867,11,3894419.3712,354038.124654545
22880,7,1817794.6589,259684.951271429
22891,11,3138939.6675,285358.151590909
22907,9,1896472.3231,210719.147011111
22941,3,766498.164,255499.388
22943,3,1364873.3248,454957.774933333
22978,9,2715292.7994,301699.199933333
23007,5,1240432.8104,248086.56208
23061,3,1092699.4568,364233.152266667
23067,6,2191179.123,365196.5205
