ProductID,ProductName,Total_Quantity_Sold,Total_Revenue
1002,Product_68,302,16453482.1455
1002,Product_2,264,15923775.1146
1002,Product_88,289,14498394.013
1002,Product_40,290,16067195.8657
1002,Product_72,250,11126060.9829
1002,Product_27,300,13116930.0953
1002,Product_18,335,16578556.9835
1002,Product_92,227,12734809.7295
1002,Product_24,241,8986910.4373
1002,Product_53,275,15833269.9488
1002,Product_80,271,15371368.8268
1002,Product_85,189,7864593.6084
1002,Product_49,190,11526092.5448
1002,Product_9,262,10943421.8956
1002,Product_86,257,15128605.6245
1002,Product_57,296,14605832.4458
1002,Product_54,310,17293202.4796
1002,Product_13,271,13798120.4169
1002,Product_90,241,13502980.998
1002,Product_71,248,14165679.7792
1002,Product_23,368,18683843.9263
1002,Product_97,264,12892116.8077
1002,Product_75,243,12502880.5005
1002,Product_15,345,17391318.7511
1002,Product_36,256,13906534.9547
1002,Product_4,263,13669740.5257
1002,Product_93,238,10624413.5517
1002,Product_60,243,10364376.0013
1002,Product_42,301,14417798.5305
1002,Product_5,282,14414675.1022
1002,Product_48,243,11810025.8893
1002,Product_17,298,14324987.8511
1002,Product_56,331,20339527.2292
1002,Product_44,266,11921665.314
1002,Product_83,236,11954844.5034
1002,Product_35,305,14707948.5305
1002,Product_14,322,13879026.1797
1002,Product_69,304,17918707.7667
1002,Product_28,228,10482353.3513
1002,Product_79,243,13758414.5097
1002,Product_39,211,11357980.2907
1002,Product_6,282,12478462.9801
1002,Product_74,294,15958071.5113
1002,Product_29,252,12479189.9403
1002,Product_96,284,15283029.5227
1002,Product_10,164,6849646.9978
1002,Product_81,260,12902641.3905
1002,Product_52,313,14634106.6947
1002,Product_64,292,14257273.1527
1002,Product_1,380,18423179.0102
1002,Product_43,281,14706370.848
1002,Product_26,281,14322279.792
1002,Product_82,220,12419614.0167
1002,Product_100,266,13153645.8787
1002,Product_47,187,7651102.5376
1002,Product_19,244,12453389.202
1002,Product_50,285,13561743.0519
1002,Product_59,265,14465746.1337
1002,Product_12,257,14557421.9288
1002,Product_89,334,17147096.0752
1002,Product_67,273,15590084.1462
1002,Product_37,283,17994465.1051
1002,Product_58,270,12597750.2532
1002,Product_98,250,12770959.3866
1002,Product_84,261,11859799.6019
1002,Product_41,273,12820156.5526
1002,Product_22,295,15846086.205
1002,Product_7,351,20346565.0009
1002,Product_77,174,8514544.6621
1002,Product_70,330,19170952.3111
1002,Product_11,251,11976270.1143
1002,Product_31,272,15231549.8317
1002,Product_63,304,16665957.2662
1002,Product_16,274,15251302.2471
1002,Product_91,256,12733804.3957
1002,Product_45,254,11935285.0271
1002,Product_30,286,15908458.698
1002,Product_65,197,9016009.3119
1002,Product_34,269,14737067.3187
1002,Product_55,293,13765985.6125
1002,Product_46,297,14418883.4486
1002,Product_51,342,18334316.4462
1002,Product_38,202,12831837.5027
1002,Product_73,330,15822106.1446
1002,Product_8,253,12723496.7969
1002,Product_78,291,13740285.6792
1002,Product_61,186,8793072.1384
1002,Product_3,250,13903080.0877
1002,Product_95,309,18219680.7565
1002,Product_87,257,14001128.6782
1002,Product_33,252,13527883.7002
1002,Product_20,358,20393264.7505
1002,Product_76,196,9499995.2973
1002,Product_32,232,13332457.7692
1002,Product_66,351,14427226.8833
1002,Product_99,216,12666407.6621
1003,Product_84,265,14783527.4715
1003,Product_26,261,12973327.7795
1003,Product_11,195,9420037.108
1003,Product_58,191,6821574.5933
1003,Product_13,238,11025984.0355
1003,Product_39,273,14395891.9241
1003,Product_43,368,18984019.2364
1003,Product_46,239,12704830.6969
1003,Product_24,319,17080576.3158
1003,Product_80,403,18825374.8902
1003,Product_1,201,10549910.2817
1003,Product_85,289,15953249.9385
1003,Product_34,277,14272406.6536
1003,Product_52,241,11336834.82
1003,Product_66,290,14968197.7179
1003,Product_65,260,13651501.8879
1003,Product_25,359,18492341.959
1003,Product_9,356,18451718.3067
1003,Product_64,359,17856777.9908
1003,Product_44,327,16609088.8503
1003,Product_12,362,19906198.9841
1003,Product_74,327,15468786.5008
1003,Product_21,371,17727456.3341
1003,Product_51,289,15443307.9193
1003,Product_75,287,13794689.508
1003,Product_42,221,10102414.1062
1003,Product_14,251,12252316.6297
1003,Product_89,266,15731290.5336
1003,Product_19,299,16839383.6231
1003,Product_8,262,14452013.0015
1003,Product_17,237,12362971.7018
1003,Product_32,300,16815942.9065
1003,Product_69,314,17928649.4202
1003,Product_72,245,12052643.3638
1003,Product_20,267,14631986.4365
1003,Product_60,179,10771471.2665
1003,Product_62,233,12711806.5606
1003,Product_90,307,16529798.4178
1003,Product_30,263,15886525.9732
1003,Product_73,243,11599720.7548
1003,Product_36,355,18438690.0673
1003,Product_91,282,12482636.296
1003,Product_98,304,16894463.065
1003,Product_79,277,15590270.4944
1003,Product_33,248,12433411.8307
1003,Product_37,263,11904923.8193
1003,Product_15,228,11871942.624
1003,Product_2,321,16709691.1876
1003,Product_48,219,10221199.0745
1003,Product_27,255,14046736.4346
1003,Product_16,295,12423163.6663
1003,Product_99,308,16449127.3293
1003,Product_3,222,14330825.4246
1003,Product_86,247,12829672.1594
1003,Product_93,172,9324373.7147
1003,Product_96,306,15245114.9302
1003,Product_94,279,15504836.6726
1003,Product_40,297,14894124.6219
1003,Product_57,272,12430870.8924
1003,Product_41,288,13520997.1161
1003,Product_29,310,16108551.392
1003,Product_45,217,11766158.7784
1003,Product_23,262,13996556.6959
1003,Product_10,249,12776243.6783
1003,Product_53,238,10174775.2974
1003,Product_4,279,16305230.2399
1003,Product_100,320,16313689.9198
1003,Product_61,299,14505785.066
1003,Product_28,315,16763919.691
1003,Product_63,237,11084281.7584
1003,Product_55,286,16366753.6283
1003,Product_67,284,13733417.4332
1003,Product_71,194,10716176.2458
1003,Product_56,224,11073558.2311
1003,Product_95,228,13406539.9472
1003,Product_49,289,14802159.6776
1003,Product_6,252,11726415.5491
1003,Product_77,317,14512125.1009
1003,Product_18,244,14698423.3841
1003,Product_22,253,13922519.4813
1003,Product_78,254,10683950.839
1003,Product_82,319,17029511.1572
1003,Product_38,265,14704228.053
1003,Product_92,309,16498849.5701
1003,Product_31,278,14669057.1643
1003,Product_5,245,14246126.5042
1003,Product_7,239,12764800.1028
1003,Product_88,226,11216713.2851
1003,Product_68,236,10904086.608
1003,Product_47,291,15816011.9873
1003,Product_54,259,11604268.9517
1003,Product_59,259,11627019.987
1003,Product_70,199,10866010.0504
1003,Product_35,227,10674708.8904
1003,Product_76,302,13446041.1726
1003,Product_50,256,15049283.7772
1003,Product_97,235,14180634.9531
1003,Product_81,269,13128524.3339
1003,Product_83,232,12263495.4409
1003,Product_87,324,16876090.6906
1004,Product_57,252,12808757.7268
1004,Product_52,295,14444969.7924
1004,Product_16,217,10563235.7661
1004,Product_73,290,16585972.456
1004,Product_34,258,13171858.5821
1004,Product_10,261,15009257.5008
1004,Product_14,271,14231193.4123
1004,Product_97,360,17185498.4008
1004,Product_82,311,16078653.4662
1004,Product_56,229,14607533.2564
1004,Product_64,341,16753508.6691
1004,Product_89,260,12674544.2708
1004,Product_80,280,13026107.0767
1004,Product_37,200,8274145.9177
1004,Product_62,308,17675090.8774
1004,Product_39,295,18478434.0202
1004,Product_51,251,12961414.325
1004,Product_61,354,19037110.6425
1004,Product_23,383,19795207.1509
1004,Product_21,188,9249272.4164
1004,Product_11,230,10652437.1116
1004,Product_15,255,9570676.1096
1004,Product_71,292,14502497.2599
1004,Product_93,211,10085299.7844
1004,Product_8,140,6822151.7456
1004,Product_77,241,13305119.2097
1004,Product_24,272,14266645.4465
1004,Product_6,222,12081457.8928
1004,Product_9,347,14968397.777
1004,Product_46,274,12979467.7079
1004,Product_49,325,18016048.6504
1004,Product_79,297,13756200.0418
1004,Product_1,238,15273455.0875
1004,Product_98,342,14770415.0442
1004,Product_60,282,15295430.6647
1004,Product_66,375,17310892.3173
1004,Product_33,258,13732240.9152
1004,Product_20,248,9169434.0331
1004,Product_95,261,11761464.9771
1004,Product_25,295,16020690.5976
1004,Product_74,260,14197963.1826
1004,Product_31,302,17796680.3284
1004,Product_75,337,17238669.9917
1004,Product_13,302,14809083.3839
1004,Product_59,242,11696466.0931
1004,Product_100,261,14457422.7442
1004,Product_72,271,15035208.0935
1004,Product_54,238,11561520.7464
1004,Product_96,237,12864059.4458
1004,Product_48,358,15783683.4159
1004,Product_58,281,16543927.3304
1004,Product_53,261,11366810.6853
1004,Product_42,261,13205567.0453
1004,Product_91,313,13749906.4165
1004,Product_63,317,15841914.4685
1004,Product_35,313,17414330.394
1004,Product_4,288,15421932.6385
1004,Product_18,219,10700758.725
1004,Product_50,213,10525773.7378
1004,Product_19,287,14462800.0507
1004,Product_3,347,19578822.18
1004,Product_5,219,10151483.3178
1004,Product_40,298,13294992.4732
1004,Product_86,171,7113096.5452
1004,Product_88,252,11330060.1381
1004,Product_26,324,16157192.9487
1004,Product_67,296,15765567.5996
1004,Product_70,271,14245057.296
1004,Product_36,295,14658006.7337
1004,Product_12,255,12956937.7625
1004,Product_27,314,17743945.1932
1004,Product_17,224,11098741.4662
1004,Product_94,192,10791516.4724
1004,Product_44,246,12391377.4739
1004,Product_43,303,16409116.9368
1004,Product_65,311,14783502.9735
1004,Product_68,319,17179020.8785
1004,Product_38,283,16659670.8222
1004,Product_47,284,13794423.7243
1004,Product_28,248,12791183.0178
1004,Product_81,283,14819169.1408
1004,Product_69,229,10952851.1736
1004,Product_45,274,17375850.5093
1004,Product_22,265,14836487.4741
1004,Product_85,270,15027855.6538
1004,Product_55,272,14936480.7079
1004,Product_92,256,13603937.1433
1004,Product_32,182,10159438.4198
1004,Product_99,299,19270559.373
1004,Product_84,282,15868116.3573
1004,Product_83,211,9840798.0997
1004,Product_29,211,11588816.441
1004,Product_41,243,13311738.5692
1004,Product_30,320,16134620.7845
1004,Product_78,294,11932160.3425
1004,Product_87,182,8982809.4027
1004,Product_2,308,16287445.161
1004,Product_7,282,14226280.721
1004,Product_90,277,17113047.0243
1004,Product_76,250,13342596.3328
1005,Product_52,252,14217653.94
1005,Product_39,269,15565259.8625
1005,Product_80,313,16535977.4082
1005,Product_77,285,15737837.5071
1005,Product_36,300,15029105.026
1005,Product_69,305,17490013.3805
1005,Product_46,247,11985080.1223
1005,Product_9,330,16282575.4249
1005,Product_85,313,16178847.7132
1005,Product_78,291,15247269.9673
1005,Product_15,203,10466434.7625
1005,Product_6,224,9386461.2628
1005,Product_72,292,16873576.0776
1005,Product_7,256,13539732.0549
1005,Product_61,330,18703563.7988
1005,Product_4,324,16696683.8016
1005,Product_68,304,14629207.3648
1005,Product_57,267,14034882.0795
1005,Product_20,282,15135930.882
1005,Product_49,350,17004461.2055
1005,Product_43,272,15729078.9602
1005,Product_22,221,11998623.9382
1005,Product_26,243,13359491.1591
1005,Product_98,292,16062986.4885
1005,Product_73,256,11329478.9548
1005,Product_11,286,13187602.9356
1005,Product_93,295,13712249.0513
1005,Product_88,383,22081196.6292
1005,Product_55,350,17207764.0124
1005,Product_38,372,20401210.0379
1005,Product_40,303,18092876.9052
1005,Product_89,292,14269423.4601
1005,Product_32,239,11793599.2606
1005,Product_81,312,15639442.1087
1005,Product_58,311,16973613.1224
1005,Product_37,300,18220239.3051
1005,Product_65,249,12864539.6952
1005,Product_41,281,14771618.4014
1005,Product_50,290,14084884.5367
1005,Product_29,261,13557640.3284
1005,Product_83,287,15048629.3438
1005,Product_92,297,14170553.7665
1005,Product_87,278,11402266.7614
1005,Product_10,279,12607538.8686
1005,Product_100,295,13568370.1633
1005,Product_62,201,10098869.2954
1005,Product_56,288,16088996.2709
1005,Product_86,280,12934372.3591
1005,Product_91,283,15977343.7228
1005,Product_90,274,11658473.4109
1005,Product_82,241,11466158.6903
1005,Product_48,311,14248937.3372
1005,Product_27,273,12333093.6538
1005,Product_47,293,15435651.2371
1005,Product_33,321,14595426.9543
1005,Product_64,265,12966094.758
1005,Product_42,223,12695051.8315
1005,Product_99,263,13401197.3904
1005,Product_28,252,14039425.9568
1005,Product_97,276,15933192.4232
1005,Product_8,196,10555431.4006
1005,Product_75,279,15883937.4726
1005,Product_59,259,13085058.4945
1005,Product_84,278,15539678.9575
1005,Product_18,383,22981881.4138
1005,Product_45,260,14420481.6059
1005,Product_71,235,11734711.591
1005,Product_60,271,13500902.6925
1005,Product_19,321,16998788.6751
1005,Product_16,306,17650711.5217
1005,Product_53,261,15043183.4491
1005,Product_14,253,13294361.2894
1005,Product_74,289,11780661.8857
1005,Product_30,187,10856640.3914
1005,Product_66,308,13325075.6693
1005,Product_76,312,15158699.5386
1005,Product_96,271,16141995.5899
1005,Product_5,301,17432483.0106
1005,Product_13,244,12210469.8792
1005,Product_24,305,14615749.4211
1005,Product_44,217,12458376.6897
1005,Product_31,274,13437703.4894
1005,Product_2,260,14203467.2837
1005,Product_25,298,15626735.5496
1005,Product_95,245,13410969.4242
1005,Product_54,290,14065348.5725
1005,Product_79,268,13905205.8751
1005,Product_1,265,12275732.3073
1005,Product_70,234,13969860.884
1005,Product_94,263,13481672.3765
1005,Product_17,276,12763509.3692
1005,Product_67,242,12362569.39
1005,Product_3,343,18939847.5089
1005,Product_23,212,12064721.8101
1005,Product_12,217,11417456.0447
1005,Product_35,245,11456894.9101
1005,Product_51,256,13004547.9728
1005,Product_63,299,12963465.3397
1005,Product_34,214,11469401.7326
1005,Product_21,227,10341478.5691
1006,Product_27,277,15140765.9748
1006,Product_1,310,14843677.476
1006,Product_22,244,13248552.0546
1006,Product_32,370,20320073.9134
1006,Product_20,325,17064881.3964
1006,Product_95,238,12223620.4689
1006,Product_75,267,14624401.1157
1006,Product_15,263,12660448.3256
1006,Product_78,263,11694138.2853
1006,Product_64,258,14045449.5649
1006,Product_63,375,16717766.8051
1006,Product_12,287,16103130.2724
1006,Product_47,216,9826248.8039
1006,Product_60,280,13506235.7252
1006,Product_62,266,14505080.2422
1006,Product_11,307,20025936.2489
1006,Product_26,264,12577140.3025
1006,Product_59,276,14166069.2328
1006,Product_61,289,12923438.8866
1006,Product_85,310,16449995.6691
1006,Product_96,248,14443889.4589
1006,Product_54,241,13808984.267
1006,Product_46,287,13733709.5129
1006,Product_76,292,13277481.6686
1006,Product_97,237,11079677.5549
1006,Product_41,238,12111193.7273
1006,Product_88,280,14085122.9707
1006,Product_83,263,14472602.0948
1006,Product_29,233,10830996.5771
1006,Product_6,387,21517094.261
1006,Product_48,348,15966498.6956
1006,Product_80,273,13134945.5399
1006,Product_10,271,14457536.1042
1006,Product_21,289,15730469.184
1006,Product_68,285,13905584.6826
1006,Product_77,238,9932558.6002
1006,Product_72,250,14535473.7169
1006,Product_49,204,12537869.012
1006,Product_24,341,19581595.6369
1006,Product_89,327,18450090.9682
1006,Product_30,295,14035828.7974
1006,Product_9,300,15296838.432
1006,Product_51,290,14395728.3036
1006,Product_58,150,5952785.8473
1006,Product_79,225,10477338.1959
1006,Product_98,348,19663688.4469
1006,Product_33,269,14604970.3006
1006,Product_86,327,18917220.0108
1006,Product_87,367,21642940.3937
1006,Product_67,298,14196014.8479
1006,Product_81,308,15575312.2434
1006,Product_90,244,12960609.8072
1006,Product_38,274,14944899.7812
1006,Product_19,300,15492705.3856
1006,Product_36,228,11120304.9863
1006,Product_3,224,9580993.1417
1006,Product_73,282,15500420.0761
1006,Product_56,380,18324779.8205
1006,Product_65,310,17942437.9544
1006,Product_42,284,15110019.3592
1006,Product_35,201,9955686.163
1006,Product_92,304,15926483.6917
1006,Product_66,298,14095855.3658
1006,Product_93,290,15730803.326
1006,Product_17,253,12008681.4089
1006,Product_74,245,13520433.7808
1006,Product_50,182,10556742.168
1006,Product_57,284,16118410.2585
1006,Product_34,322,18001218.3012
1006,Product_8,258,11854042.4683
1006,Product_71,217,12348666.3991
1006,Product_99,201,10764322.4003
1006,Product_84,211,12992062.9848
1006,Product_100,266,14130183.2564
1006,Product_52,315,16903335.2648
1006,Product_43,271,12997897.8897
1006,Product_28,279,13849946.4832
1006,Product_4,271,14928235.4155
1006,Product_25,252,12757955.4808
1006,Product_70,235,11935420.8714
1006,Product_69,263,12884312.3127
1006,Product_5,231,10417275.1531
1006,Product_31,238,11850824.3969
1006,Product_44,291,13020554.9306
1006,Product_40,264,13779952.2237
1006,Product_53,280,14028827.8094
1006,Product_94,300,15248760.8004
1006,Product_7,319,13814914.0409
1006,Product_23,279,15676045.4376
1006,Product_39,341,19209113.0869
1006,Product_82,226,11634284.21
1006,Product_13,327,19067716.5718
1006,Product_16,241,11496620.6819
1006,Product_91,237,13111368.12
1006,Product_2,269,13245029.2813
1006,Product_14,377,21443787.0678
1006,Product_37,252,11742388.1265
1006,Product_55,262,11471045.7822
1006,Product_45,332,15989524.9805
1006,Product_18,247,11693492.1333
1007,Product_2,249,14797824.2843
1007,Product_52,312,15251698.1462
1007,Product_21,319,16129065.3591
1007,Product_75,345,19964257.7771
1007,Product_66,263,13798621.422
1007,Product_6,351,21093374.0666
1007,Product_58,280,16091242.2559
1007,Product_93,259,16296720.0086
1007,Product_42,289,18112724.931
1007,Product_15,310,14942062.984
1007,Product_74,337,18699081.7345
1007,Product_88,291,14846721.2592
1007,Product_25,352,17572563.118
1007,Product_83,222,11595258.1285
1007,Product_72,315,16128820.8122
1007,Product_90,276,14779925.6639
1007,Product_86,275,15366834.8296
1007,Product_49,263,13971818.6618
1007,Product_20,307,16007234.0418
1007,Product_33,238,13232513.9672
1007,Product_8,276,13642443.4243
1007,Product_29,289,14407414.7036
1007,Product_55,264,12269173.5504
1007,Product_91,257,14221585.4342
1007,Product_7,285,14769769.7584
1007,Product_51,290,13676340.282
1007,Product_27,341,19051758.6987
1007,Product_56,230,10230013.0201
1007,Product_79,287,12065472.9329
1007,Product_50,326,17640841.1636
1007,Product_39,274,14635089.3183
1007,Product_68,287,13505831.7128
1007,Product_89,267,12274100.1468
1007,Product_69,315,16483177.3648
1007,Product_47,257,15395011.7012
1007,Product_44,318,18668768.0341
1007,Product_26,267,13161804.8108
1007,Product_5,383,18171918.3388
1007,Product_16,278,13779530.369
1007,Product_36,322,18801703.2547
1007,Product_9,312,15473390.533
1007,Product_77,252,14508151.0412
1007,Product_53,267,13277755.5905
1007,Product_94,291,14528712.7737
1007,Product_18,289,14949692.3209
1007,Product_32,291,15614823.9848
1007,Product_97,318,14531780.7131
1007,Product_19,299,11999123.3508
1007,Product_14,251,11797365.0958
1007,Product_13,214,11961875.4672
1007,Product_99,299,16155395.2707
1007,Product_23,291,13319767.9144
1007,Product_96,295,13043409.1909
1007,Product_10,243,10521966.5011
1007,Product_1,357,15964827.3344
1007,Product_28,270,14284720.7011
1007,Product_40,288,14708741.0794
1007,Product_46,337,16835048.8008
1007,Product_62,325,18532122.9715
1007,Product_24,300,15260495.0447
1007,Product_65,201,10383881.8052
1007,Product_92,241,13811498.9816
1007,Product_73,285,12943217.2109
1007,Product_61,296,16080269.2149
1007,Product_71,314,13231322.8772
1007,Product_22,259,13650039.657
1007,Product_35,278,13413111.5029
1007,Product_67,324,15830711.7376
1007,Product_60,235,13090045.7748
1007,Product_76,215,10919646.2982
1007,Product_98,213,8259151.0404
1007,Product_95,208,11038344.3825
1007,Product_4,184,11232902.0056
1007,Product_17,260,12865596.3976
1007,Product_54,260,12975770.2754
1007,Product_48,210,10108632.2161
1007,Product_30,326,18351637.2507
1007,Product_87,276,12281438.3801
1007,Product_84,239,10867857.4989
1007,Product_100,312,16719530.0897
1007,Product_82,266,12395431.7351
1007,Product_59,259,13168698.4622
1007,Product_31,293,15740647.2937
1007,Product_64,190,10898920.5678
1007,Product_45,311,17920945.5181
1007,Product_12,326,15115213.5024
1007,Product_80,297,14257468.4258
1007,Product_38,254,12426515.0066
1007,Product_78,228,11722317.9663
1007,Product_43,324,18263983.0675
1007,Product_37,321,18064228.332
1007,Product_34,321,16308718.2183
1007,Product_63,232,11658488.6203
1007,Product_81,173,8282153.1211
1007,Product_85,225,12840621.0991
1007,Product_70,238,12313836.4335
1007,Product_57,274,13827295.3486
1007,Product_41,254,13867014.5437
1007,Product_3,170,8394649.1902
1007,Product_11,239,12189586.0298
1008,Product_93,268,13938229.411
1008,Product_77,312,16846410.2171
1008,Product_23,262,12609860.521
1008,Product_11,328,18109713.9938
1008,Product_26,244,11670139.4465
1008,Product_43,260,10691770.5368
1008,Product_60,224,11594224.7625
1008,Product_16,309,19432267.4643
1008,Product_78,248,12372675.9419
1008,Product_74,283,15087288.497
1008,Product_59,218,10296935.8773
1008,Product_52,336,16727763.4243
1008,Product_91,299,15694924.8925
1008,Product_22,280,16294661.9036
1008,Product_44,283,15571497.5776
1008,Product_76,257,10455594.5368
1008,Product_31,269,14796808.2636
1008,Product_98,283,15862857.1871
1008,Product_9,281,16913048.7837
1008,Product_64,254,12598642.2782
1008,Product_13,319,18001594.2594
1008,Product_99,262,13233260.6977
1008,Product_83,366,20528480.0651
1008,Product_18,295,14823216.4875
1008,Product_67,353,17542244.6097
1008,Product_63,238,12468281.359
1008,Product_57,275,13533689.6417
1008,Product_100,243,11195098.6222
1008,Product_35,253,10364105.5486
1008,Product_65,278,13201041.8648
1008,Product_89,259,12252151.011
1008,Product_97,285,15466009.897
1008,Product_58,268,15176811.9373
1008,Product_30,198,12112627.0431
1008,Product_50,314,17017932.9628
1008,Product_28,210,10278796.5252
1008,Product_17,291,15349181.6677
1008,Product_92,312,15903707.188
1008,Product_20,265,14775081.3984
1008,Product_40,215,11619366.4527
1008,Product_81,225,10124197.291
1008,Product_79,300,14959396.4718
1008,Product_2,251,12808636.7498
1008,Product_10,281,15402726.0071
1008,Product_34,178,9073445.4067
1008,Product_21,370,19699346.1551
1008,Product_48,236,12647759.635
1008,Product_80,314,18512452.9942
1008,Product_42,365,16900057.9944
1008,Product_85,345,18261432.9307
1008,Product_75,317,15892858.1542
1008,Product_36,336,16649984.9874
1008,Product_37,244,11575781.2818
1008,Product_15,274,14770289.5267
1008,Product_95,294,15872868.0858
1008,Product_41,303,15536444.6433
1008,Product_96,318,18452959.5299
1008,Product_1,286,13465191.7994
1008,Product_86,239,11977034.333
1008,Product_71,258,12797396.4734
1008,Product_45,312,16787527.3958
1008,Product_53,289,14043538.9121
1008,Product_38,238,11638387.2475
1008,Product_47,256,12808512.4805
1008,Product_39,314,17439063.0153
1008,Product_27,271,15940037.6632
1008,Product_72,262,15736659.3853
1008,Product_6,276,13995782.1926
1008,Product_4,252,12557697.8704
1008,Product_61,279,13574619.7219
1008,Product_7,277,15975975.8851
1008,Product_3,210,8709849.5164
1008,Product_32,318,17423875.4576
1008,Product_94,289,13141690.0123
1008,Product_46,185,8249827.1941
1008,Product_33,236,11723452.3279
1008,Product_70,252,14150317.0129
1008,Product_66,186,7996066.6219
1008,Product_90,320,16360856.4626
1008,Product_69,345,19114064.1113
1008,Product_25,259,13556182.0791
1008,Product_62,302,16803646.7041
1008,Product_68,224,11031207.9571
1008,Product_56,261,14096457.9741
1008,Product_24,236,13047952.917
1008,Product_84,260,12177129.3264
1008,Product_82,242,11714792.6563
1008,Product_29,302,16229152.229
1008,Product_51,328,17654985.7306
1008,Product_12,302,15658452.8696
1008,Product_55,346,18223233.2923
1008,Product_87,276,14444551.4612
1008,Product_19,252,13295223.5453
1008,Product_49,333,13842550.0726
1008,Product_5,222,9109442.469
1008,Product_73,350,20099108.746
1008,Product_54,255,13559974.9881
1008,Product_88,273,14308755.0956
1008,Product_14,232,10838176.203
1008,Product_8,175,10849711.9794
1009,Product_53,289,15264250.037
1009,Product_17,229,12854612.9182
1009,Product_30,280,14233462.2141
1009,Product_4,312,14799904.0661
1009,Product_1,210,10076945.1005
1009,Product_34,232,14704597.0417
1009,Product_12,288,13474888.5484
1009,Product_90,246,13060156.8831
1009,Product_99,240,13696142.8224
1009,Product_92,198,10353256.2214
1009,Product_85,354,16837870.6689
1009,Product_55,273,15801341.3077
1009,Product_31,267,16000712.2546
1009,Product_65,172,9423634.7336
1009,Product_21,268,14603011.8344
1009,Product_9,322,15758018.0718
1009,Product_41,343,16879737.5869
1009,Product_45,274,12334770.2193
1009,Product_37,224,13045447.3767
1009,Product_35,281,15512492.3732
1009,Product_24,321,13809283.3769
1009,Product_84,337,17580845.232
1009,Product_88,269,13797868.397
1009,Product_42,231,9971825.4398
1009,Product_18,437,21256539.5653
